,District,School,City,State,Latitude,Longitude
26979,Fulton/Schuyler Roe,Spoon River Academy,Canton,Illinois,40.53179,-90.07691
26980,Fulton/Schuyler Roe,Fulton Regional Safe School,Canton,Illinois,40.55827,-90.02379
26981,Grundy/Kendall Roe,Premier Academy Morris,Morris,Illinois,41.37631,-88.42189
26982,Grundy/Kendall Roe,Premier Academy High School,Joliet,Illinois,41.53152,-88.08327
26983,Grundy/Kendall Roe,Yorkville H S Roe Safe Sch,Yorkville,Illinois,41.65258,-88.45139
26984,Grundy/Kendall Roe,Oswego H S Roe Safe Sch,Oswego,Illinois,41.68206,-88.3434
26985,Grundy/Kendall Roe,Plano H S Pace Safe Sch,Plano,Illinois,41.66594,-88.55164
26986,Grundy/Kendall Roe,Premier Academy,Joliet,Illinois,41.53152,-88.08327
26987,Hamilton/Jefferson Roe,Mt Vernon Alternative School,Mount Vernon,Illinois,38.31645,-88.91074
26988,Hamilton/Jefferson Roe,Safe School Program,Mount Vernon,Illinois,38.31645,-88.91074
26989,Hancock/Mc Donough Roe,Hancock County Academy,Carthage,Illinois,40.4138,-91.1356
26990,Hancock/Mc Donough Roe,Academy For Secondary Education,Macomb,Illinois,40.45585,-90.67475
26991,Hancock/Mc Donough Roe,Mcdonough Cty Lrn Ctr,Macomb,Illinois,40.45585,-90.67475
26992,Hancock/Mc Donough Roe,Hancock County Learning Ctr,Carthage,Illinois,40.4138,-91.1356
26993,Henderson/Mercer/Warren Roe,Rssp Attendance Cntr Pass Alt Sch,Monmouth,Illinois,40.92651,-90.64039
26994,Henderson/Mercer/Warren Roe,Pass Adult Alternative Ed Program,Monmouth,Illinois,40.92651,-90.64039
26995,Henderson/Mercer/Warren Roe,P A S S Adult Education,Monmouth,Illinois,40.92651,-90.64039
26996,Intermediate Service Center 4,Safe School Program,Chicago Heights,Illinois,41.52073,-87.65306
26997,Iroquois/Kankakee Roe,I Kan Regional Alternatve Att Ctr,Kankakee,Illinois,41.08101,-87.86976
26998,Iroquois/Kankakee Roe,Salt School,Kankakee,Illinois,41.12749,-87.85669
26999,Jackson/Perry Roe,Cope Alternative School,Murphysboro,Illinois,37.75667,-89.34195
27000,Kane Roe,Regional Safe Sch Prog,Geneva,Illinois,41.88623,-88.31245
27001,Knox Roe,Knox County Academy,Galesburg,Illinois,40.94558,-90.35739
27002,Lake Roe,Roe Alternative Prog Of Lake Co,Zion,Illinois,42.45413,-87.83223
27003,Lake Roe,Lake Co Collaborative Alop,Gages Lake,Illinois,42.3533,-87.9862
27004,Lasalle Roe,Regional Safe School,Ottawa,Illinois,41.34649,-88.84223
27005,Lasalle Roe,Lasalle County Detention Home,Ottawa,Illinois,41.37327,-88.82909
27006,Lee/Ogle Roe,Rock River Challenge,Chana,Illinois,41.98093,-89.22153
27007,Lee/Ogle Roe,Nachusa Campus School,Nachusa,Illinois,41.8369,-89.3903
27008,Logan/Mason/Menard Roe,Salt Creek Academy,Athens,Illinois,39.99767,-89.60381
27009,Macon/Piatt Roe,Futures Unlimited,Decatur,Illinois,39.84363,-88.95339
27010,Macon/Piatt Roe,Milligan Academy Rssp,Decatur,Illinois,39.84503,-88.95426
27011,Macon/Piatt Roe,St Marys Adolescent Ed Program,Decatur,Illinois,39.8264,-88.932
27012,Madison Roe,Cntr For Ed Oppor,Alton,Illinois,38.89422,-90.15114
27013,Madison Roe,Cntr For Ed Oppor,Collinsville,Illinois,38.69806,-89.96595
27014,Marshall/Putnam/Woodford/Roe,Regional Safe Schools Program,Washburn,Illinois,,
27015,Mchenry Roe,Great Expectations,Woodstock,Illinois,42.30539,-88.43312
27016,Mid-State Spec Educ Jnt Agr,Central School,Taylorville,Illinois,39.559,-89.2902
27017,Monroe/Randolph Roe,Beck Avc Alternative School,Red Bud,Illinois,38.29104,-89.94718
27018,Monroe/Randolph Roe,Monroe/Randolph Red Brick Sch,Red Bud,Illinois,38.12986,-90.00787
27019,Peoria Roe,Greeley Alternative School,Peoria,Illinois,40.69896,-89.58072
27020,Rock Island Roe,Rock Island Co Reg Safe School,Moline,Illinois,41.49145,-90.48825
27021,Rural Champaign Co Spec Ed Coop,Spectrum - Longview,Longview,Illinois,39.885,-88.0674
27022,Rural Champaign Co Spec Ed Coop,Connections - High School Level,Rantoul,Illinois,40.3093,-88.1508
27023,Rural Champaign Co Spec Ed Coop,Pathways,Rantoul,Illinois,40.3093,-88.1508
27024,Sangamon Roe,Sangamon County Learning Academy,Springfield,Illinois,39.71752,-89.62351
27025,Sangamon Roe,Sangamon Safe School Program,Springfield,Illinois,39.71752,-89.62351
27026,Spec Ed Dist Of Mchenry Co-Sedom,Sedom Center,Woodstock,Illinois,42.32151,-88.46592
27027,Spec Ed Dist Of Mchenry Co-Sedom,New Beginnings Center,Union,Illinois,42.2343,-88.5378
27028,St Clair Roe,St Clair Co Reg Office Safe Sch,Belleville,Illinois,38.54201,-90.02375
27029,Tazewell Roe,Academy At Icc,East Peoria,Illinois,40.70426,-89.52166
27030,Tazewell Roe,Tazewell County Safe School,Creve Coeur,Illinois,40.64309,-89.59225
27033,Whiteside Roe,Regional Safe School Program,Sterling,Illinois,41.80864,-89.71009
27034,Will Roe,Will County Safe School,Joliet,Illinois,41.53152,-88.08327
27035,Will Roe,Premier High School,Joliet,Illinois,41.53152,-88.08327
27036,Will Roe,Phoenix Experience  99-365U,Bolingbrook,Illinois,41.70219,-88.08097
27037,Will Roe,Cap,Crete,Illinois,41.44057,-87.64211
27039,Sch Assoc Sped Educ Dupage Sased,S E Reg Alternative Prog,Naperville,Illinois,41.77863,-88.11236
27040,Sch Assoc Sped Educ Dupage Sased,Sased Juvenile Detention Ctr,Wheaton,Illinois,41.86597,-88.14337
27041,Sch Assoc Sped Educ Dupage Sased,Mn Transition House,Downers Grove,Illinois,41.79,-88.0051
27042,Sch Assoc Sped Educ Dupage Sased,Ph Transition House,Westmont,Illinois,41.8094,-87.9756
27043,Sch Assoc Sped Educ Dupage Sased,Fairwood School,Lombard,Illinois,41.8693,-88.0047
27044,Christopher Usd 99,Christopher High,Christopher,Illinois,37.97828,-89.06273
27046,Prairie Crossing Charter School,Prairie Crossing Charter School,Grayslake,Illinois,42.3302,-88.00614
27047,Intermediate Service Center 1,North Cook Young Adult Academy,Des Plaines,Illinois,42.0109,-87.87041
27049,Intermediate Service Center 2,Harbor Academy Reg Safe Sch Prg,Oak Park,Illinois,41.90886,-87.78858
27050,Intermediate Service Center 2,Morton Alternative Schools,Cicero,Illinois,41.85498,-87.75902
27051,Intermediate Service Center 2,Talents Program West,Bellwood,Illinois,41.88036,-87.88195
27052,Intermediate Service Center 2,Talents Program East,Maywood,Illinois,41.88621,-87.83938
27053,Intermediate Service Center 2,Late Sch At Riverside-Brookfield,Riverside,Illinois,41.82806,-87.8309
27056,Nippersink Sd 2,Richmond Grade School,Richmond,Illinois,42.47688,-88.31128
27058,Okaw Valley Cusd 302,Okaw Valley High School,Bethany,Illinois,39.63934,-88.7415
27061,Okaw Valley Cusd 302,Okaw Valley Intermediate School,Findlay,Illinois,39.52374,-88.75542
27062,Bi-County Special Educ Coop,Wallace Educational Ctr,Sterling,Illinois,41.7893,-89.7031
27063,Bi-County Special Educ Coop,Whiteside Area Career Center,Sterling,Illinois,41.8019,-89.6906
27064,Bi-County Special Educ Coop,Thome Ed School,Rock Falls,Illinois,41.7787,-89.684
27066,Lasalle Putnam Alliance,Circuit Breaker School,Seneca,Illinois,41.31363,-88.60546
27067,Livingston Co Spec Services Unit,Livingston County Academy,Pontiac,Illinois,40.88656,-88.63964
27068,Livingston Co Spec Services Unit,Livingston Co Crossroads Academy,Pontiac,Illinois,40.8886,-88.6142
27069,Kendall Co Spec Educ Coop,Kendall Co Opportunity School,Oswego,Illinois,41.68249,-88.33715
27070,Five County Reg Voc Center,Five Co Voc Center-Tamms,Tamms,Illinois,37.2421,-89.2816
27071,Five County Reg Voc Center,Five Co Voc Center-Goreville,Goreville,Illinois,37.55436,-88.97909
27072,Five County Reg Voc System,Five Co Voc Sys-Vienna Campus,Vienna,Illinois,37.42226,-88.89329
27073,Five County Reg Voc System,Five Co Voc Sys-Massac Co Campus,Metropolis,Illinois,37.1777,-88.72035
27074,Five County Reg Voc System,Five Co Voc Sys-Joppa Campus,Joppa,Illinois,37.21334,-88.84504
27075,Five County Reg Voc System,Five Co Voc Sys-Cobden Campus,Cobden,Illinois,37.53607,-89.2556
27076,Five County Reg Voc System,Five Co Voc Sys-Anna Campus,Anna,Illinois,37.45693,-89.25421
27077,Five County Reg Voc System,Five Co Voc Sys-Adult Educ,Cairo,Illinois,37.00495,-89.17123
27078,Career Educ Assoc Of N Central Il,Ceanci 150 Training Program,Rockford,Illinois,42.20903,-89.03506
27079,Jo Daviess-Carroll Area Voc Ctr,Jo Daviess-Carrol Area Voc Ctr,Elizabeth,Illinois,42.31616,-90.20131
27080,Career & Tech Educ Consortium,Career & Tech Educ Cons,Freeport,Illinois,42.30673,-89.65682
27081,Eastern Il Efe System,Eastern Il Efe/Dual Credit,Charleston,Illinois,39.49285,-88.17447
27082,Twin Rivers Career & Tech Ed Sys,Crawford Memorial Hospital,Robinson,Illinois,39.01307,-87.75014
27083,Twin Rivers Career & Tech Ed Sys,Ltc/Twin Rivers Efe 500,Robinson,Illinois,39.00356,-87.73994
27084,Marion/Clinton/Wash Co Rds,Mar/Clin/Wash Co Rds,Salem,Illinois,38.62794,-88.94452
27085,Evanston Dists 65/202 Jnt Agr,Park School,Evanston,Illinois,42.03395,-87.68334
27086,Career Preparation Network,Career Preparation Network,Olympia Fields,Illinois,41.52065,-87.7037
27087,Niles Twp District For Spec Educ,Julia S Molloy Education Center,Morton Grove,Illinois,42.03893,-87.77031
27088,Intermediate Service Center 3,Richard Milburn High School,Chicago,Illinois,41.89532,-87.66411
27089,Kec  Area Voc Center,Kec  Area Voc Center,Dekalb,Illinois,41.93087,-88.74652
27090,Kishwaukee Educ Consortium,Kecol,Dekalb,Illinois,41.91999,-88.75398
27091,Indian Valley Area Voc Ctr,Indian Valley Area Voc Ctr,Sandwich,Illinois,41.63846,-88.61423
27092,Grundy Area Vocational Center,Grundy Area Vocational Center,Morris,Illinois,41.36448,-88.43172
27093,Fulton Area Career System,Facs/Src/Lamonts,Canton,Illinois,,
27094,Mt Vernon Area Voc Center,Mt Vernon Area Voc Center,Mt Vernon,Illinois,38.31576,-88.89908
27095,Rend Lake Area Reg Del System,Sesr Hamilton/Jefferson Cty,Mt Vernon,Illinois,,
27096,Western Area Career System 265,Wacs Regional Programs,Macomb,Illinois,40.45801,-90.67182
27097,Western Area Career System 265,Facs/Src/Lamonts,Macomb,Illinois,40.4579,-90.6716
27098,West Central Ill Spec Educ Coop,New Horizons,Lewistown,Illinois,40.39564,-90.15309
27099,West Central Ill Spec Educ Coop,Project Insight,Macomb,Illinois,40.46161,-90.67338
27100,Kankakee Area Career Center,Kankakee Area Career Center,Bourbonnais,Illinois,41.1783,-87.89517
27101,Iroquois Area Reg Del System,Iroquois Area Rds,Watseka,Illinois,40.77208,-87.71996
27102,Lake Co High Schools Tech Campus,Lake Co High Schools Tech Campus,Grayslake,Illinois,42.35991,-88.03235
27103,Heartland Region,Heartland Region Efe/Dual Credit,Decatur,Illinois,39.84583,-88.95295
27104,Central Il Voc Ed Coop,Civec Regional Program,Metamora,Illinois,40.79463,-89.36378
27105,Beck Area Career Center,Beck Area Career Center,Red Bud,Illinois,38.29104,-89.94718
27106,Peoria Educ Reg For Empl Traing,Perfect,Peoria,Illinois,40.78334,-89.62382
27107,Votec,Votec,Danville,Illinois,,
27108,Vermilion Voc Ed Deliver System,Weds Regional Program,Danville,Illinois,40.0987,-87.6634
27109,Whiteside Area Career,Whiteside Area Career Ctr,Sterling,Illinois,41.80093,-89.69081
27110,Wilco Area Career Center,Wilco Area Career Center,Romeoville,Illinois,41.61831,-87.91145
27111,Tazewell Co Area Efe Rds,Tazewell Cty 320 Training Prg,Pekin,Illinois,40.5684,-89.6529
27112,West Carroll Cusd 314,West Carroll High School,Savanna,Illinois,42.0958,-90.1332
27114,West Carroll Cusd 314,West Carroll Intermediate Sch,Thomson,Illinois,41.9569,-90.0995
27116,Eisenhower Cooperative,Care Program,Oak Lawn,Illinois,41.6982,-87.7358
27117,Eisenhower Cooperative,Developmental Learning Pgm   Dlp,Midlothian,Illinois,41.62393,-87.70055
27118,Educ For Employment Sys 330,Educ For Employment Sys 330,Rantoul,Illinois,40.30639,-88.15488
27119,West Prairie Cusd 103,West Prairie High School,Sciota,Illinois,40.55294,-90.75173
27123,Southwest Cook Coop Sped Ed,Braun Educational Center,Oak Forest,Illinois,41.6175,-87.7645
27124,Southwest Cook Coop Sped Ed,Destiny-Transition,Palos Hills,Illinois,41.7039,-87.8132
27125,Southwest Cook Coop Sped Ed,Project Challenge,Tinley Park,Illinois,41.5904,-87.7846
27126,Northwest Suburban Ed To Careers,Nw Suburban Etc Regional Pgms,Arlington Heights,Illinois,42.047,-87.9745
27128,West Central Cusd 235,West Central High School,Biggsville,Illinois,40.851,-90.8675
27131,West Central Cusd 235,West Central Early Childhood,Media,Illinois,40.7671,-90.8436
27132,Monmouth-Roseville Cusd 238,Monmouth-Roseville High Sch,Monmouth,Illinois,40.911,-90.6513
27133,Monmouth-Roseville Cusd 238,Monmouth-Roseville Jr High Sch,Roseville,Illinois,40.7276,-90.6619
27135,Monmouth-Roseville Cusd 238,Lincoln Intermediate School,Monmouth,Illinois,40.9088,-90.631
27138,Monmouth-Roseville Cusd 238,Central Early Childhood Center,Monmouth,Illinois,40.9093,-90.6443
27139,United Cusd 304,United Jr-Sr High School,Monmouth,Illinois,40.90547,-90.593
27141,Henry-Stark County Spec Ed Dist,Excel Alternative Program,Atkinson,Illinois,41.417,-90.0157
27142,Crescent Iroquois Cusd 249,Crescent-Iroquois High School,Crescent City,Illinois,40.7695,-87.8563
27143,Crescent Iroquois Cusd 249,Crescent City Grade School,Crescent City,Illinois,40.7695,-87.8563
27144,Sangamon Valley Cusd 9,Sangamon Valley High School,Niantic,Illinois,39.853,-89.1685
27150,El Paso-Gridley Cusd 11,Centennial School,El Paso,Illinois,40.7435,-89.01853
27151,El Paso-Gridley Cusd 11,Jefferson Park School,El Paso,Illinois,40.74119,-89.01995
27152,El Paso-Gridley Cusd 11,Gridley Grade School,Gridley,Illinois,40.74682,-88.88512
27153,Capital Area Career Center,Capital Area Career Ctr,Springfield,Illinois,39.71752,-89.62351
27154,Capital Area Career Center,Capital Area Sch Of Nursing,Springfield,Illinois,39.71752,-89.62351
27155,Jamp Spec Educ Services,Jamp Vocational Center,Olmsted,Illinois,,
27156,Jamp Spec Educ Services,Grand Chain Alternative Center,Grand Chain,Illinois,,
27157,Jamp Spec Educ Services,Cairo Altenative Center,Cairo,Illinois,,
27158,Prairieview-Ogden Ccsd 197,Flatville Jr High,Thomasboro,Illinois,,
27161,Schuyler-Industry Cusd 5,Rushville-Industry High School,Rushville,Illinois,40.1279,-90.5633
27167,Abingdon Cusd 217,Abingdon High School,Abingdon,Illinois,40.80128,-90.40533
27169,Abingdon Cusd 217,Hedding Grade School,Abingdon,Illinois,40.80511,-90.40293
27172,Addison Sd 4,Indian Trail Jr High School,Addison,Illinois,41.93207,-87.99432
27181,Alden Hebron Sd 19,Alden-Hebron High School,Hebron,Illinois,42.46707,-88.43
27183,Aledo Cusd 201,Aledo High School,Aledo,Illinois,41.19036,-90.74964
27185,Aledo Cusd 201,Aledo Jr High School,Aledo,Illinois,41.19726,-90.76005
27186,Allen-Otter Creek Ccsd 65,Ransom Grade School,Ransom,Illinois,41.15408,-88.65399
27191,Alsip-Hazlgrn-Oaklwn Sd 126,Prairie Jr High School,Alsip,Illinois,41.67556,-87.72976
27192,Altamont Cusd 10,Altamont Grade School,Altamont,Illinois,39.05568,-88.74552
27193,Altamont Cusd 10,Altamont High School,Altamont,Illinois,39.05959,-88.74104
27194,Alton Cusd 11,Alton High School,Alton,Illinois,38.9388,-90.1592
27201,Alton Cusd 11,Early Childhood,Godfrey,Illinois,38.9546,-90.19209
27204,Alton Cusd 11,Motivational Achievemnt Center,Alton,Illinois,38.90855,-90.15045
27213,Amboy Cusd 272,Amboy High School,Amboy,Illinois,41.72031,-89.33317
27214,Amboy Cusd 272,Amboy Jr High School,Amboy,Illinois,41.71319,-89.3365
27218,Anna Jonesboro Chsd 81,Anna-Jonesboro High School,Anna,Illinois,37.45693,-89.25421
27219,Annawan Cusd 226,Annawan Grade School,Annawan,Illinois,41.4002,-89.91248
27220,Annawan Cusd 226,Annawan High School,Annawan,Illinois,41.4002,-89.91248
27222,Antioch Ccsd 34,Antioch Upper Grade School,Antioch,Illinois,42.48035,-88.11025
27226,Chsd 117,Antioch Comm High School,Antioch,Illinois,42.47249,-88.09379
27227,Chsd 117,Gateway School,Lake Villa,Illinois,42.4238,-88.1277
27228,Chsd 117,Allendale School,Lake Villa,Illinois,42.41495,-88.0924
27229,Chsd 117,Lakes Community High School,Lake Villa,Illinois,42.3905,-88.11611
27232,Aptakisic-Tripp Ccsd 102,Earl Pritchett School,Buffalo Grove,Illinois,42.15607,-87.94697
27233,Aptakisic-Tripp Ccsd 102,Tripp School,Buffalo Grove,Illinois,42.16755,-87.95454
27239,Arcola Cusd 306,Arcola High School,Arcola,Illinois,39.6838,-88.31648
27241,Argenta-Oreana Cusd 1,Argenta-Oreana High School,Argenta,Illinois,39.98608,-88.82004
27242,Argenta-Oreana Cusd 1,Argenta-Oreana Jr High School,Argenta,Illinois,39.98608,-88.82004
27243,Argenta-Oreana Cusd 1,Argenta-Oreana Early Learning Ctr,Argenta,Illinois,39.98395,-88.8238
27244,Argo Chsd 217,Argo Community High School,Summit,Illinois,41.77721,-87.80407
27253,Arlington Heights Sd 25,Olive-Mary Stitt School,Arlington Heights,Illinois,42.09893,-87.97905
27259,Township Hsd 214,Young Adult Program North,Arlington Heights,Illinois,42.04783,-87.9725
27260,Township Hsd 214,Young Adult Program South,Rolling Meadows,Illinois,42.06664,-88.01715
27261,Township Hsd 214,Buffalo Grove High School,Buffalo Grove,Illinois,42.13901,-87.98142
27263,Township Hsd 214,John Hersey High School,Arlington Heights,Illinois,42.10262,-87.96104
27264,Township Hsd 214,Prospect High School,Mount Prospect,Illinois,42.08054,-87.94629
27265,Township Hsd 214,Rolling Meadows High School,Rolling Meadows,Illinois,42.06664,-88.01715
27266,Township Hsd 214,Forest View Alternative School,Arlington Heights,Illinois,42.04783,-87.9725
27267,Township Hsd 214,Wheeling High School,Wheeling,Illinois,42.12477,-87.9368
27268,Township Hsd 214,Vanguard School,Arlington Heights,Illinois,42.04783,-87.9725
27269,Township Hsd 214,Newcomer Center,Arlington Heights,Illinois,42.04783,-87.9725
27270,Township High School Dist 214,Nipper Career Education Ctr,Des Plaines,Illinois,,
27272,Armstrong Twp Hsd 225,Armstrong High School,Armstrong,Illinois,40.3074,-87.8797
27274,Arthur Cusd 305,Arthur Sr High School,Arthur,Illinois,39.71023,-88.46954
27275,Arthur Cusd 305,Arthur Jr High School,Arthur,Illinois,39.71023,-88.46954
27276,Ashley Ccsd 15,Ashley Com Consolidated School,Ashley,Illinois,38.3165,-89.203
27278,Ashton-Franklin Center Cusd 275,Ashton-Franklin Center Hs,Ashton,Illinois,41.86666,-89.22856
27280,Astoria Cusd 1,Astoria High School,Astoria,Illinois,40.2285,-90.35278
27283,Athens Cusd 213,Athens Sr High School,Athens,Illinois,39.96151,-89.71618
27286,Athens Cusd 213,Cantrall Intermediate School,Cantrall,Illinois,39.9389,-89.6748
27287,Atwood Heights Sd 125,Hamlin Upper Grade Center,Alsip,Illinois,41.67204,-87.71649
27288,Atwood Heights Sd 125,Lawn Manor School,Oak Lawn,Illinois,41.69602,-87.72808
27289,Atwood Heights Sd 125,Meadow Lane School,Merrionette Park,Illinois,41.67887,-87.69708
27290,Atwood Hammond Cusd 39,Atwood Hammond High School,Atwood,Illinois,39.80536,-88.46724
27293,Auburn Cusd 10,Auburn High School,Auburn,Illinois,39.59487,-89.74863
27296,Aurora East Usd 131,East High School,Aurora,Illinois,41.74549,-88.29706
27311,Aurora East Usd 131,Early Childhood Dev Cntr,Aurora,Illinois,41.782,-88.3074
27322,Aurora West Usd 129,Hope D Wall Tmh Child Dev Ctr,Aurora,Illinois,41.78114,-88.32941
27325,Aurora West Usd 129,West Aurora High School,Aurora,Illinois,41.76353,-88.3431
27328,Aurora West Usd 129,Todd Early Childhood Center,Aurora,Illinois,41.76183,-88.31912
27331,Central Chsd 71,Central Comm High School,Breese,Illinois,38.61157,-89.55876
27332,Avoca Sd 37,Marie Murphy School,Wilmette,Illinois,42.085,-87.74851
27335,Avon Cusd 176,Avon Sr High School,Avon,Illinois,40.66417,-90.43179
27336,Avon Cusd 176,Avon Grade School,Avon,Illinois,40.66417,-90.43179
27339,Ball Chatham Cusd 5,Glenwood High School,Chatham,Illinois,39.66819,-89.67214
27341,Ball Chatham Cusd 5,Glenwood Intermediate Sch,Chatham,Illinois,39.67357,-89.65691
27344,Barrington Cusd 220,Barrington High School,Barrington,Illinois,42.19991,-88.18534
